ILMN_1762337,Gene_1
ILMN_1743362,Gene_29481
ILMN_1797942,Gene_29482
ILMN_1723774,Gene_29483
ILMN_1662988,Gene_29484
ILMN_1656883,Gene_29485
ILMN_1760033,Gene_29486
ILMN_1652242,Gene_29487
ILMN_1689131,Gene_29488
ILMN_1811222,Gene_29489
ILMN_1740878,Gene_29490
ILMN_1662052,Gene_29491
ILMN_1802181,Gene_29492
ILMN_1654317,Gene_29493
ILMN_1668145,Gene_29494
ILMN_1783705,Gene_29495
ILMN_1796611,Gene_29496
ILMN_1694738,Gene_29497
ILMN_1728295,Gene_29498
ILMN_1754068,Gene_29499
ILMN_1767084,Gene_29500
ILMN_1733469,Gene_29501
ILMN_1664074,Gene_29502
ILMN_1656879,Gene_29503
ILMN_1748783,Gene_29504
ILMN_1693966,Gene_29505
ILMN_1745941,Gene_29506
ILMN_1782243,Gene_29507
ILMN_1807133,Gene_29508
ILMN_1774446,Gene_29509
ILMN_1764756,Gene_29510
ILMN_1662418,Gene_29511
ILMN_1752139,Gene_29512
ILMN_1803672,Gene_29513
ILMN_1812364,Gene_29514
ILMN_1681260,Gene_29515
ILMN_1732098,Gene_29516
ILMN_1657238,Gene_29517
ILMN_1666984,Gene_29518
ILMN_1707659,Gene_29519
ILMN_1653092,Gene_29520
ILMN_1708903,Gene_29521
ILMN_1673607,Gene_29522
ILMN_1739263,Gene_29523
ILMN_1659817,Gene_29524
ILMN_1656502,Gene_29525
ILMN_1677906,Gene_29526
ILMN_1693459,Gene_29527
ILMN_1657874,Gene_29528
ILMN_1707021,Gene_29529
ILMN_1665592,Gene_29530
ILMN_1757278,Gene_29531
ILMN_1661348,Gene_29532
ILMN_1669012,Gene_29533
ILMN_1751551,Gene_29534
ILMN_1756139,Gene_29535
ILMN_1800488,Gene_29536
ILMN_1731907,Gene_29537
ILMN_1789965,Gene_29538
ILMN_1691582,Gene_29539
ILMN_1766539,Gene_29540
ILMN_1809465,Gene_29541
ILMN_1717494,Gene_29542
ILMN_1664212,Gene_29543
ILMN_1673294,Gene_29544
ILMN_1725084,Gene_29545
ILMN_1665201,Gene_29546
ILMN_1681227,Gene_29547
ILMN_1667517,Gene_29548
ILMN_1683697,Gene_29549
ILMN_1709179,Gene_29550
ILMN_1651199,Gene_29551
ILMN_1653829,Gene_29552
ILMN_1727852,Gene_29553
ILMN_2058369,Gene_29554
ILMN_1653991,Gene_29555
ILMN_1674652,Gene_29556
ILMN_1711972,Gene_29557
ILMN_1807538,Gene_29558
ILMN_1699152,Gene_29559
ILMN_1655789,Gene_29560
ILMN_1760338,Gene_29561
ILMN_1680357,Gene_29562
ILMN_1792905,Gene_29563
ILMN_1656842,Gene_29564
ILMN_1803371,Gene_29565
ILMN_1707218,Gene_29566
ILMN_1761301,Gene_29567
ILMN_1653193,Gene_29568
ILMN_1757941,Gene_29569
ILMN_1702042,Gene_29570
ILMN_1778843,Gene_29571
ILMN_1717880,Gene_29572
ILMN_1684974,Gene_29573
ILMN_1749304,Gene_29574
ILMN_1707700,Gene_29575
ILMN_1809094,Gene_29576
ILMN_1672954,Gene_29577
ILMN_1700280,Gene_29578
ILMN_1685833,Gene_29579
ILMN_1658593,Gene_29580
ILMN_1705749,Gene_29581
ILMN_1658254,Gene_29582
ILMN_1663128,Gene_29583
ILMN_1796686,Gene_29584
ILMN_1673694,Gene_29585
ILMN_1730401,Gene_29586
ILMN_1728768,Gene_29587
ILMN_1800689,Gene_29588
ILMN_1653667,Gene_29589
ILMN_1719139,Gene_29590
ILMN_1720944,Gene_29591
ILMN_1704496,Gene_29592
ILMN_1655250,Gene_29593
ILMN_1718542,Gene_29594
ILMN_1813131,Gene_29595
ILMN_1749822,Gene_29596
ILMN_1661306,Gene_29597
ILMN_1773743,Gene_29598
ILMN_1660869,Gene_29599
ILMN_1705484,Gene_29600
ILMN_1684796,Gene_29601
ILMN_1751558,Gene_29602
ILMN_1804142,Gene_29603
ILMN_1680302,Gene_29604
ILMN_1676503,Gene_29605
ILMN_1678242,Gene_29606
ILMN_1680470,Gene_29607
ILMN_1740166,Gene_29608
ILMN_1666276,Gene_29609
ILMN_1682736,Gene_29610
ILMN_1672165,Gene_29611
ILMN_1747946,Gene_29612
ILMN_1682588,Gene_29613
ILMN_1666780,Gene_29614
ILMN_1667309,Gene_29615
ILMN_1702519,Gene_29616
ILMN_1734932,Gene_29617
ILMN_1779282,Gene_29618
ILMN_1793597,Gene_29619
ILMN_1766741,Gene_29620
ILMN_1727932,Gene_29621
ILMN_1716924,Gene_29622
ILMN_1799661,Gene_29623
ILMN_1735684,Gene_29624
ILMN_1713574,Gene_29625
ILMN_1672044,Gene_29626
ILMN_1675286,Gene_29627
ILMN_1771469,Gene_29628
ILMN_1740613,Gene_29629
ILMN_1655771,Gene_29630
ILMN_1681728,Gene_29631
ILMN_1665821,Gene_29632
ILMN_1759872,Gene_29633
ILMN_1751761,Gene_29634
ILMN_1716266,Gene_29635
ILMN_1707420,Gene_29636
ILMN_1662353,Gene_29637
ILMN_1680887,Gene_29638
ILMN_1781916,Gene_29639
ILMN_1764969,Gene_29640
ILMN_1678236,Gene_29641
ILMN_1714068,Gene_29642
ILMN_1675401,Gene_29643
ILMN_1660377,Gene_29644
ILMN_1741977,Gene_29645
ILMN_1781403,Gene_29646
ILMN_1661643,Gene_29647
ILMN_1790589,Gene_29648
ILMN_1680794,Gene_29649
ILMN_1651584,Gene_29650
ILMN_1711839,Gene_29651
ILMN_1691704,Gene_29652
ILMN_1693043,Gene_29653
ILMN_1675836,Gene_29654
ILMN_1791819,Gene_29655
ILMN_1682214,Gene_29656
ILMN_1689128,Gene_29657
ILMN_1767932,Gene_29658
ILMN_1664307,Gene_29659
ILMN_2126265,Gene_29660
ILMN_1694082,Gene_29661
ILMN_1703682,Gene_29662
ILMN_1782197,Gene_29663
ILMN_1673608,Gene_29664
ILMN_1664073,Gene_29665
ILMN_1787103,Gene_29666
ILMN_1733156,Gene_29667
ILMN_1746693,Gene_29668
ILMN_1719530,Gene_29669
ILMN_1674491,Gene_29670
ILMN_1774673,Gene_29671
ILMN_1670473,Gene_29672
ILMN_1661149,Gene_29673
ILMN_1800221,Gene_29674
ILMN_1763751,Gene_29675
ILMN_1803909,Gene_29676
ILMN_1725075,Gene_29677
ILMN_1780966,Gene_29678
ILMN_1680958,Gene_29679
ILMN_1715180,Gene_29680
ILMN_1664611,Gene_29681
ILMN_1660989,Gene_29682
ILMN_1707208,Gene_29683
ILMN_1756081,Gene_29684
ILMN_1737842,Gene_29685
ILMN_1664118,Gene_29686
ILMN_1813801,Gene_29687
ILMN_1721659,Gene_29688
ILMN_1807492,Gene_29689
ILMN_1658304,Gene_29690
ILMN_1673980,Gene_29691
ILMN_1768217,Gene_29692
ILMN_1799985,Gene_29693
ILMN_1792747,Gene_29694
ILMN_1780566,Gene_29695
ILMN_1657959,Gene_29696
ILMN_1698063,Gene_29697
ILMN_1699087,Gene_29698
ILMN_1662786,Gene_29699
ILMN_1683413,Gene_29700
ILMN_1653198,Gene_29701
ILMN_1668895,Gene_29702
ILMN_1653347,Gene_29703
ILMN_1750763,Gene_29704
ILMN_1791420,Gene_29705
ILMN_1736468,Gene_29706
ILMN_1767862,Gene_29707
ILMN_1700763,Gene_29708
ILMN_1728603,Gene_29709
ILMN_1666165,Gene_29710
ILMN_1653202,Gene_29711
ILMN_1722974,Gene_29712
ILMN_1668239,Gene_29713
ILMN_1688812,Gene_29714
ILMN_1709818,Gene_29715
ILMN_1652649,Gene_29716
ILMN_1689190,Gene_29717
ILMN_1666118,Gene_29718
ILMN_1783418,Gene_29719
ILMN_1754186,Gene_29720
ILMN_1688156,Gene_29721
ILMN_1804752,Gene_29722
ILMN_1777339,Gene_29723
ILMN_1815804,Gene_29724
ILMN_1718699,Gene_29725
ILMN_1669315,Gene_29726
ILMN_1734031,Gene_29727
ILMN_1774937,Gene_29728
ILMN_1697476,Gene_29729
ILMN_1673668,Gene_29730
ILMN_1752978,Gene_29731
ILMN_1656847,Gene_29732
ILMN_1725327,Gene_29733
ILMN_1790190,Gene_29734
ILMN_1664969,Gene_29735
ILMN_1806774,Gene_29736
ILMN_1747471,Gene_29737
ILMN_1702198,Gene_29738
ILMN_1731585,Gene_29739
ILMN_1778223,Gene_29740
ILMN_1664336,Gene_29741
ILMN_1809297,Gene_29742
ILMN_1717012,Gene_29743
ILMN_1721560,Gene_29744
ILMN_1693382,Gene_29745
ILMN_1695048,Gene_29746
ILMN_1693448,Gene_29747
ILMN_1658155,Gene_29748
ILMN_1805425,Gene_29749
ILMN_1739301,Gene_29750
ILMN_1689798,Gene_29751
ILMN_1662020,Gene_29752
ILMN_1707983,Gene_29753
ILMN_1678022,Gene_29754
ILMN_1665343,Gene_29755
ILMN_1657728,Gene_29756
ILMN_1768750,Gene_29757
ILMN_1736017,Gene_29758
ILMN_1689234,Gene_29759
ILMN_1718032,Gene_29760
ILMN_1776137,Gene_29761
ILMN_1742008,Gene_29762
ILMN_1793351,Gene_29763
ILMN_1701781,Gene_29764
ILMN_1666985,Gene_29765
ILMN_1688114,Gene_29766
ILMN_1656407,Gene_29767
ILMN_1758102,Gene_29768
ILMN_1804861,Gene_29769
ILMN_1668538,Gene_29770
ILMN_1791127,Gene_29771
ILMN_1668008,Gene_29772
ILMN_1667124,Gene_29773
ILMN_1685263,Gene_29774
ILMN_1782611,Gene_29775
ILMN_1665630,Gene_29776
ILMN_1652756,Gene_29777
ILMN_1722891,Gene_29778
ILMN_1746919,Gene_29779
ILMN_1723478,Gene_29780
ILMN_1686410,Gene_29781
ILMN_1665060,Gene_29782
ILMN_1804170,Gene_29783
ILMN_1757453,Gene_29784
ILMN_1651662,Gene_29785
ILMN_1662680,Gene_29786
ILMN_1682674,Gene_29787
ILMN_1680206,Gene_29788
ILMN_1798205,Gene_29789
ILMN_1662479,Gene_29790
ILMN_1704043,Gene_29791
ILMN_1671819,Gene_29792
ILMN_1666820,Gene_29793
ILMN_1671800,Gene_29794
ILMN_1694069,Gene_29795
ILMN_1678568,Gene_29796
ILMN_1674694,Gene_29797
ILMN_1654474,Gene_29798
ILMN_1771537,Gene_29799
ILMN_1676793,Gene_29800
ILMN_2228749,Gene_29801
ILMN_1660196,Gene_29802
ILMN_1653744,Gene_29803
ILMN_1700180,Gene_29804
ILMN_1679922,Gene_29805
ILMN_1670589,Gene_29806
ILMN_1788272,Gene_29807
ILMN_1733655,Gene_29808
ILMN_1674365,Gene_29809
ILMN_1797634,Gene_29810
ILMN_1676009,Gene_29811
ILMN_1735467,Gene_29812
ILMN_1681881,Gene_29813
ILMN_1692956,Gene_29814
ILMN_1677857,Gene_29815
ILMN_1686425,Gene_29816
ILMN_1659513,Gene_29817
ILMN_1669634,Gene_29818
ILMN_1759708,Gene_29819
ILMN_1660187,Gene_29820
ILMN_1768996,Gene_29821
ILMN_1754983,Gene_29822
ILMN_1810696,Gene_29823
ILMN_1680972,Gene_29824
ILMN_1745599,Gene_29825
ILMN_1773472,Gene_29826
ILMN_1777977,Gene_29827
ILMN_1805704,Gene_29828
ILMN_1771311,Gene_29829
ILMN_1746343,Gene_29830
ILMN_1806745,Gene_29831
ILMN_1781677,Gene_29832
ILMN_1773517,Gene_29833
ILMN_1660393,Gene_29834
ILMN_1746442,Gene_29835
ILMN_1665290,Gene_29836
ILMN_1679280,Gene_29837
ILMN_1735065,Gene_29838
ILMN_1678246,Gene_29839
ILMN_1652081,Gene_29840
ILMN_1737543,Gene_29841
ILMN_1747637,Gene_29842
ILMN_1661968,Gene_29843
ILMN_1722092,Gene_29844
ILMN_1652837,Gene_29845
ILMN_1788391,Gene_29846
ILMN_1743287,Gene_29847
ILMN_1768804,Gene_29848
ILMN_1709583,Gene_29849
ILMN_1719949,Gene_29850
ILMN_1718727,Gene_29851
ILMN_1687043,Gene_29852
ILMN_1784202,Gene_29853
ILMN_1736711,Gene_29854
ILMN_1798853,Gene_29855
ILMN_1655408,Gene_29856
ILMN_1762424,Gene_29857
ILMN_1675974,Gene_29858
ILMN_1808837,Gene_29859
ILMN_1659095,Gene_29860
ILMN_1686406,Gene_29861
ILMN_1735955,Gene_29862
ILMN_1682085,Gene_29863
ILMN_1720140,Gene_29864
ILMN_1769281,Gene_29865
ILMN_1735274,Gene_29866
ILMN_1661917,Gene_29867
ILMN_1716717,Gene_29868
ILMN_1677482,Gene_29869
ILMN_1684767,Gene_29870
ILMN_1733065,Gene_29871
ILMN_1697331,Gene_29872
ILMN_1681043,Gene_29873
ILMN_1724269,Gene_29874
ILMN_1745733,Gene_29875
ILMN_1751113,Gene_29876
ILMN_1670166,Gene_29877
ILMN_1662098,Gene_29878
ILMN_1701753,Gene_29879
ILMN_1770697,Gene_29880
ILMN_1662401,Gene_29881
ILMN_1763769,Gene_29882
ILMN_1664780,Gene_29883
ILMN_1703735,Gene_29884
ILMN_1690601,Gene_29885
ILMN_1664136,Gene_29886
ILMN_1721680,Gene_29887
ILMN_1677002,Gene_29888
ILMN_1732716,Gene_29889
ILMN_1759550,Gene_29890
ILMN_1748444,Gene_29891
ILMN_1739417,Gene_29892
ILMN_1716533,Gene_29893
ILMN_1806430,Gene_29894
ILMN_1697526,Gene_29895
ILMN_1798038,Gene_29896
ILMN_1798329,Gene_29897
ILMN_1695583,Gene_29898
ILMN_1805720,Gene_29899
ILMN_1785990,Gene_29900
ILMN_1759211,Gene_29901
ILMN_1663252,Gene_29902
ILMN_1702960,Gene_29903
ILMN_1750885,Gene_29904
ILMN_1750308,Gene_29905
ILMN_1668366,Gene_29906
ILMN_1759785,Gene_29907
ILMN_1672349,Gene_29908
ILMN_1769024,Gene_29909
ILMN_1653945,Gene_29910
ILMN_1718200,Gene_29911
ILMN_1755806,Gene_29912
ILMN_1776527,Gene_29913
ILMN_1665960,Gene_29914
ILMN_1708664,Gene_29915
ILMN_1734880,Gene_29916
ILMN_1795474,Gene_29917
ILMN_1798940,Gene_29918
ILMN_1772538,Gene_29919
ILMN_1789557,Gene_29920
ILMN_1714831,Gene_29921
ILMN_1765526,Gene_29922
ILMN_1693513,Gene_29923
ILMN_1759636,Gene_29924
ILMN_1651253,Gene_29925
ILMN_1674149,Gene_29926
ILMN_1695397,Gene_29927
ILMN_2215103,Gene_29928
ILMN_1666137,Gene_29929
ILMN_1721028,Gene_29930
ILMN_1716492,Gene_29931
ILMN_1691402,Gene_29932
ILMN_1792592,Gene_29933
ILMN_1724354,Gene_29934
ILMN_1751424,Gene_29935
ILMN_1665700,Gene_29936
ILMN_1655715,Gene_29937
ILMN_1772603,Gene_29938
ILMN_1707887,Gene_29939
ILMN_1808102,Gene_29940
ILMN_1679781,Gene_29941
ILMN_1779188,Gene_29942
ILMN_1700859,Gene_29943
ILMN_1726374,Gene_29944
ILMN_1724786,Gene_29945
ILMN_1731144,Gene_29946
ILMN_1731924,Gene_29947
ILMN_1706513,Gene_29948
ILMN_1698120,Gene_29949
ILMN_1664314,Gene_29950
ILMN_1813025,Gene_29951
ILMN_1678718,Gene_29952
ILMN_1682293,Gene_29953
ILMN_1736630,Gene_29954
ILMN_1792553,Gene_29955
ILMN_1703761,Gene_29956
ILMN_1678553,Gene_29957
ILMN_1654369,Gene_29958
ILMN_1692696,Gene_29959
ILMN_1715849,Gene_29960
ILMN_1689153,Gene_29961
ILMN_1689701,Gene_29962
ILMN_1747238,Gene_29963
ILMN_1651488,Gene_29964
ILMN_1719172,Gene_29965
ILMN_1660839,Gene_29966
ILMN_1678906,Gene_29967
ILMN_1755200,Gene_29968
ILMN_1654320,Gene_29969
ILMN_1786654,Gene_29970
ILMN_1747924,Gene_29971
ILMN_1661678,Gene_29972
ILMN_1772134,Gene_29973
ILMN_1669430,Gene_29974
ILMN_1684847,Gene_29975
ILMN_1700624,Gene_29976
ILMN_1691189,Gene_29977
ILMN_1673734,Gene_29978
ILMN_1665417,Gene_29979
ILMN_1784707,Gene_29980
ILMN_1668014,Gene_29981
ILMN_1686663,Gene_29982
ILMN_1707181,Gene_29983
ILMN_1802489,Gene_29984
ILMN_1680984,Gene_29985
ILMN_1668079,Gene_29986
ILMN_1708533,Gene_29987
ILMN_1723249,Gene_29988
ILMN_1712435,Gene_29989
ILMN_1700387,Gene_29990
ILMN_1722284,Gene_29991
ILMN_1665585,Gene_29992
ILMN_1763626,Gene_29993
ILMN_1655144,Gene_29994
ILMN_1781016,Gene_29995
ILMN_1694951,Gene_29996
ILMN_1693372,Gene_29997
ILMN_1652215,Gene_29998
ILMN_1652259,Gene_29999
ILMN_1733185,Gene_30000
ILMN_1798551,Gene_30001
ILMN_1811539,Gene_30002
ILMN_1740447,Gene_30003
ILMN_1796895,Gene_30004
ILMN_1704030,Gene_30005
ILMN_1684922,Gene_30006
ILMN_1654346,Gene_30007
ILMN_1653864,Gene_30008
ILMN_1790045,Gene_30009
ILMN_1764163,Gene_30010
ILMN_1686388,Gene_30011
ILMN_1676719,Gene_30012
ILMN_1692322,Gene_30013
ILMN_1654064,Gene_30014
ILMN_1672041,Gene_30015
ILMN_1767846,Gene_30016
ILMN_1721895,Gene_30017
ILMN_1787140,Gene_30018
ILMN_1656698,Gene_30019
ILMN_1658585,Gene_30020
ILMN_1758196,Gene_30021
ILMN_1693838,Gene_30022
ILMN_1682606,Gene_30023
ILMN_1700160,Gene_30024
ILMN_1663832,Gene_30025
ILMN_1654187,Gene_30026
ILMN_1674434,Gene_30027
ILMN_1720437,Gene_30028
ILMN_1719542,Gene_30029
ILMN_1652466,Gene_30030
ILMN_1801173,Gene_30031
ILMN_1815667,Gene_30032
ILMN_1701857,Gene_30033
ILMN_1654336,Gene_30034
ILMN_1770896,Gene_30035
ILMN_1731395,Gene_30036
ILMN_1796099,Gene_30037
ILMN_1709803,Gene_30038
ILMN_1722875,Gene_30039
ILMN_1689180,Gene_30040
ILMN_1815495,Gene_30041
ILMN_1715930,Gene_30042
ILMN_1671748,Gene_30043
ILMN_1674187,Gene_30044
ILMN_1664557,Gene_30045
ILMN_1715407,Gene_30046
ILMN_1694246,Gene_30047
ILMN_1658770,Gene_30048
ILMN_1706469,Gene_30049
ILMN_1768911,Gene_30050
ILMN_1660955,Gene_30051
ILMN_1656604,Gene_30052
ILMN_1712784,Gene_30053
ILMN_1712347,Gene_30054
ILMN_1660757,Gene_30055
ILMN_1708192,Gene_30056
ILMN_1773121,Gene_30057
ILMN_1723053,Gene_30058
ILMN_1667433,Gene_30059
ILMN_1770698,Gene_30060
ILMN_1758899,Gene_30061
ILMN_1742833,Gene_30062
ILMN_1693655,Gene_30063
ILMN_1676126,Gene_30064
ILMN_1715439,Gene_30065
ILMN_1678305,Gene_30066
ILMN_1667580,Gene_30067
ILMN_1751158,Gene_30068
ILMN_1679113,Gene_30069
ILMN_1793872,Gene_30070
ILMN_1801158,Gene_30071
ILMN_1801999,Gene_30072
ILMN_1664183,Gene_30073
ILMN_1805041,Gene_30074
ILMN_1670053,Gene_30075
ILMN_1666853,Gene_30076
ILMN_1790816,Gene_30077
ILMN_1660898,Gene_30078
ILMN_1714014,Gene_30079
ILMN_1779265,Gene_30080
ILMN_1706554,Gene_30081
ILMN_1680930,Gene_30082
ILMN_1716652,Gene_30083
ILMN_1770823,Gene_30084
ILMN_1789809,Gene_30085
ILMN_1748007,Gene_30086
ILMN_1767149,Gene_30087
ILMN_1651532,Gene_30088
ILMN_1672971,Gene_30089
ILMN_1741380,Gene_30090
ILMN_1779625,Gene_30091
ILMN_1667444,Gene_30092
ILMN_1692032,Gene_30093
ILMN_1771172,Gene_30094
ILMN_1683828,Gene_30095
ILMN_1742093,Gene_30096
ILMN_1696468,Gene_30097
ILMN_1695537,Gene_30098
ILMN_1678942,Gene_30099
ILMN_1677790,Gene_30100
ILMN_1662862,Gene_30101
ILMN_1663767,Gene_30102
ILMN_1683849,Gene_30103
ILMN_1669494,Gene_30104
ILMN_1673104,Gene_30105
ILMN_1773530,Gene_30106
ILMN_1769231,Gene_30107
ILMN_1654588,Gene_30108
ILMN_1712847,Gene_30109
ILMN_1686972,Gene_30110
ILMN_1679044,Gene_30111
ILMN_1670524,Gene_30112
ILMN_1664233,Gene_30113
ILMN_1710362,Gene_30114
ILMN_1705073,Gene_30115
ILMN_1669984,Gene_30116
ILMN_1805241,Gene_30117
ILMN_1661066,Gene_30118
ILMN_1677082,Gene_30119
ILMN_1676691,Gene_30120
ILMN_1688595,Gene_30121
ILMN_1657157,Gene_30122
ILMN_1675519,Gene_30123
ILMN_1658485,Gene_30124
ILMN_1651292,Gene_30125
ILMN_1784005,Gene_30126
ILMN_1659583,Gene_30127
ILMN_1780117,Gene_30128
ILMN_1788605,Gene_30129
ILMN_1759879,Gene_30130
ILMN_1735484,Gene_30131
ILMN_1681755,Gene_30132
ILMN_1781663,Gene_30133
ILMN_1777359,Gene_30134
ILMN_1653956,Gene_30135
ILMN_1758077,Gene_30136
ILMN_1663511,Gene_30137
ILMN_1772071,Gene_30138
ILMN_1744426,Gene_30139
ILMN_1652747,Gene_30140
ILMN_1776524,Gene_30141
ILMN_1770739,Gene_30142
ILMN_1763882,Gene_30143
ILMN_1737777,Gene_30144
ILMN_1788679,Gene_30145
ILMN_1788142,Gene_30146
ILMN_1704908,Gene_30147
ILMN_1812250,Gene_30148
ILMN_1753985,Gene_30149
ILMN_1807882,Gene_30150
ILMN_1659432,Gene_30151
ILMN_1657589,Gene_30152
ILMN_1776383,Gene_30153
ILMN_1664353,Gene_30154
ILMN_1713982,Gene_30155
ILMN_1776818,Gene_30156
ILMN_1660020,Gene_30157
ILMN_1680590,Gene_30158
ILMN_1698638,Gene_30159
ILMN_1734283,Gene_30160
ILMN_1673705,Gene_30161
ILMN_1687123,Gene_30162
ILMN_1710177,Gene_30163
ILMN_1652931,Gene_30164
ILMN_1733174,Gene_30165
ILMN_1653033,Gene_30166
ILMN_1655100,Gene_30167
ILMN_1784070,Gene_30168
ILMN_1686361,Gene_30169
ILMN_1653240,Gene_30170
ILMN_1765373,Gene_30171
ILMN_1651737,Gene_30172
ILMN_1754824,Gene_30173
ILMN_1683354,Gene_30174
ILMN_1725750,Gene_30175
ILMN_1675687,Gene_30176
ILMN_1712822,Gene_30177
ILMN_1760334,Gene_30178
ILMN_1659023,Gene_30179
ILMN_1677841,Gene_4799
ILMN_1709285,Gene_4800
ILMN_1658748,Gene_4801
ILMN_1752415,Gene_4802
ILMN_1684266,Gene_4803
ILMN_1697857,Gene_4804
ILMN_1673644,Gene_4805
ILMN_1781984,Gene_4806
ILMN_1728172,Gene_4807
ILMN_1654626,Gene_4808
ILMN_1738429,Gene_4809
ILMN_1712518,Gene_4810
ILMN_1765341,Gene_4811
ILMN_1690899,Gene_4812
ILMN_1691522,Gene_4813
ILMN_1707957,Gene_4814
ILMN_1742903,Gene_4815
ILMN_1671837,Gene_4816
ILMN_1660320,Gene_4817
ILMN_1671971,Gene_4818
ILMN_1769187,Gene_4819
ILMN_1661415,Gene_4820
ILMN_1720536,Gene_4821
ILMN_1664057,Gene_4822
ILMN_1660644,Gene_4823
ILMN_1734679,Gene_4824
ILMN_1661743,Gene_4825
ILMN_1719606,Gene_4826
ILMN_1667402,Gene_4827
ILMN_1753199,Gene_4828
ILMN_1686883,Gene_4829
ILMN_1669609,Gene_4830
ILMN_1691336,Gene_4831
ILMN_1757606,Gene_4832
ILMN_1689475,Gene_4833
ILMN_1688029,Gene_4834
ILMN_1779258,Gene_4835
ILMN_1809956,Gene_4836
ILMN_1663321,Gene_4837
ILMN_1759387,Gene_4838
ILMN_1651380,Gene_4839
ILMN_1776975,Gene_4840
ILMN_1788608,Gene_4841
ILMN_1657985,Gene_4842
ILMN_1675472,Gene_4843
ILMN_1717870,Gene_4844
ILMN_1811858,Gene_4845
ILMN_1713342,Gene_4846
ILMN_1652527,Gene_4847
ILMN_1682664,Gene_4848
ILMN_1673372,Gene_4849
ILMN_1745201,Gene_4850
ILMN_1722409,Gene_4851
ILMN_1708631,Gene_4852
ILMN_1651495,Gene_4853
ILMN_1671586,Gene_4854
ILMN_1705581,Gene_4855
ILMN_1664552,Gene_4856
ILMN_1652151,Gene_4857
ILMN_1707699,Gene_4858
ILMN_1752320,Gene_4859
ILMN_1692871,Gene_4860
ILMN_1775053,Gene_4861
ILMN_1667535,Gene_4862
ILMN_1741668,Gene_4863
ILMN_1668377,Gene_4864
ILMN_1661078,Gene_4865
ILMN_1687184,Gene_4866
ILMN_1653573,Gene_4867
ILMN_1727165,Gene_4868
ILMN_1804350,Gene_4869
ILMN_1706232,Gene_4870
ILMN_1790216,Gene_4871
ILMN_1653636,Gene_4872
ILMN_1701696,Gene_4873
ILMN_1735673,Gene_4874
ILMN_1665571,Gene_4875
ILMN_1762292,Gene_4876
ILMN_1708501,Gene_4877
ILMN_1717119,Gene_4878
ILMN_1652488,Gene_4879
ILMN_1664959,Gene_4880
ILMN_1655211,Gene_4881
ILMN_1798505,Gene_4882
ILMN_1653786,Gene_4883
ILMN_1696186,Gene_4884
ILMN_1656630,Gene_4885
ILMN_1651395,Gene_4886
ILMN_1674853,Gene_4887
ILMN_1667905,Gene_4888
ILMN_1750276,Gene_4889
ILMN_1803717,Gene_4890
ILMN_1723213,Gene_4891
ILMN_1786056,Gene_4892
ILMN_1679106,Gene_4893
ILMN_1679173,Gene_4894
ILMN_1717018,Gene_4895
ILMN_1791242,Gene_4896
ILMN_1692242,Gene_4897
ILMN_1743246,Gene_4898
ILMN_1731922,Gene_4899
ILMN_1678522,Gene_4900
ILMN_1795856,Gene_4901
ILMN_1674790,Gene_4902
ILMN_1693420,Gene_4903
ILMN_1814164,Gene_4904
ILMN_1815300,Gene_4905
ILMN_1675830,Gene_4906
ILMN_1657812,Gene_4907
ILMN_1658719,Gene_4908
ILMN_1738912,Gene_4909
ILMN_1677295,Gene_4910
ILMN_1684084,Gene_4911
ILMN_1678879,Gene_4912
ILMN_1792423,Gene_4913
ILMN_1689136,Gene_4914
ILMN_1727523,Gene_4915
ILMN_1673802,Gene_4916
ILMN_1676118,Gene_4917
ILMN_1795574,Gene_4918
ILMN_1722620,Gene_4919
ILMN_1672631,Gene_4920
ILMN_1653352,Gene_4921
ILMN_1663797,Gene_4922
ILMN_1802661,Gene_4923
ILMN_1680029,Gene_4924
ILMN_1694878,Gene_4925
ILMN_1699058,Gene_4926
ILMN_1670674,Gene_4927
ILMN_1674027,Gene_4928
ILMN_1676277,Gene_4929
ILMN_1690419,Gene_4930
ILMN_1665294,Gene_4931
ILMN_1657886,Gene_4932
ILMN_1688445,Gene_4933
ILMN_1723881,Gene_4934
ILMN_1664541,Gene_4935
ILMN_1663141,Gene_4936
ILMN_1768466,Gene_4937
ILMN_1688557,Gene_4938
ILMN_1691547,Gene_4939
ILMN_1787954,Gene_4940
ILMN_1760089,Gene_4941
ILMN_1734039,Gene_4942
ILMN_1661232,Gene_4943
ILMN_1655454,Gene_4944
ILMN_1674097,Gene_4945
ILMN_1756599,Gene_222
ILMN_1705371,Gene_223
ILMN_1804833,Gene_224
ILMN_1737760,Gene_225
ILMN_1685710,Gene_226
ILMN_1685562,Gene_227
ILMN_1684412,Gene_228
ILMN_1773616,Gene_229
ILMN_1742887,Gene_230
ILMN_1665952,Gene_231
ILMN_1723094,Gene_232
ILMN_1657125,Gene_233
ILMN_1782693,Gene_234
ILMN_1786630,Gene_235
ILMN_1653603,Gene_236
ILMN_1729349,Gene_237
ILMN_1693273,Gene_238
ILMN_1670219,Gene_239
ILMN_1674497,Gene_240
ILMN_1705919,Gene_241
ILMN_1667134,Gene_242
ILMN_1693131,Gene_243
ILMN_1685016,Gene_244
ILMN_1694569,Gene_245
ILMN_1794617,Gene_246
ILMN_1796583,Gene_247
ILMN_1694630,Gene_248
ILMN_1809879,Gene_249
ILMN_1725233,Gene_250
