Gene_1,"['hsa-let-7a-1', 'hsa-mir-31']"
Gene_1505,"['hsa-mir-6512', 'hsa-mir-4309', 'hsa-mir-936']"
Gene_1506,"['hsa-mir-6513', 'hsa-mir-4308', 'hsa-mir-937']"
Gene_1507,"['hsa-mir-6514', 'hsa-mir-4307', 'hsa-mir-938']"
Gene_1508,"['hsa-mir-6515', 'hsa-mir-4306', 'hsa-mir-939']"
Gene_1509,"['hsa-mir-6516', 'hsa-mir-4305', 'hsa-mir-940']"
Gene_1510,"['hsa-mir-652', 'hsa-mir-4304', 'hsa-mir-941-1']"
Gene_1511,"['hsa-mir-653', 'hsa-mir-4303', 'hsa-mir-941-2']"
Gene_1512,"['hsa-mir-654', 'hsa-mir-4302', 'hsa-mir-941-3']"
Gene_1513,"['hsa-mir-655', 'hsa-mir-4301', 'hsa-mir-941-4']"
Gene_1514,"['hsa-mir-656', 'hsa-mir-4300', 'hsa-mir-941-5']"
Gene_1515,"['hsa-mir-657', 'hsa-mir-4299', 'hsa-mir-942']"
Gene_1516,"['hsa-mir-658', 'hsa-mir-4298', 'hsa-mir-943']"
Gene_1517,"['hsa-mir-659', 'hsa-mir-4297', 'hsa-mir-944']"
Gene_1518,"['hsa-mir-660', 'hsa-mir-4296', 'hsa-mir-95']"
Gene_1519,"['hsa-mir-661', 'hsa-mir-4295', 'hsa-mir-9500']"
Gene_1520,"['hsa-mir-662', 'hsa-mir-4294', 'hsa-mir-96']"
Gene_1521,"['hsa-mir-663a', 'hsa-mir-4293', 'hsa-mir-98']"
Gene_1522,"['hsa-mir-663b', 'hsa-mir-4292', 'hsa-mir-99a']"
Gene_1523,"['hsa-mir-664a', 'hsa-mir-4291', 'hsa-let-7a-1']"
Gene_1524,"['hsa-mir-664b', 'hsa-mir-4290', 'hsa-let-7a-2']"
Gene_1525,"['hsa-mir-665', 'hsa-mir-429', 'hsa-let-7a-3']"
Gene_1526,"['hsa-mir-668', 'hsa-mir-4289', 'hsa-let-7b']"
Gene_1527,"['hsa-mir-670', 'hsa-mir-4288', 'hsa-let-7c']"
Gene_1528,"['hsa-mir-671', 'hsa-mir-4287', 'hsa-let-7d']"
Gene_1529,"['hsa-mir-6715a', 'hsa-mir-4286', 'hsa-let-7e']"
Gene_1530,"['hsa-mir-6715b', 'hsa-mir-4285', 'hsa-let-7f-1']"
Gene_1531,"['hsa-mir-6716', 'hsa-mir-4284', 'hsa-let-7f-2']"
Gene_1532,"['hsa-mir-6717', 'hsa-mir-4283-2', 'hsa-let-7g']"
Gene_1533,"['hsa-mir-6718', 'hsa-mir-4283-1', 'hsa-let-7i']"
Gene_1534,"['hsa-mir-6719', 'hsa-mir-4282', 'hsa-mir-1-1']"
Gene_1535,"['hsa-mir-6720', 'hsa-mir-4281', 'hsa-mir-1-2']"
Gene_1536,"['hsa-mir-6721', 'hsa-mir-4280', 'hsa-mir-100']"
Gene_1537,"['hsa-mir-6722', 'hsa-mir-4279', 'hsa-mir-101-1']"
Gene_1538,"['hsa-mir-6723', 'hsa-mir-4278', 'hsa-mir-101-2']"
Gene_1539,"['hsa-mir-6724-1', 'hsa-mir-4277', 'hsa-mir-103a-1']"
Gene_1540,"['hsa-mir-6724-2', 'hsa-mir-4276', 'hsa-mir-103a-2']"
Gene_1541,"['hsa-mir-6724-3', 'hsa-mir-4275', 'hsa-mir-103b-1']"
Gene_1542,"['hsa-mir-6724-4', 'hsa-mir-4274', 'hsa-mir-103b-2']"
Gene_1543,"['hsa-mir-6726', 'hsa-mir-4273', 'hsa-mir-105-1']"
Gene_1544,"['hsa-mir-6727', 'hsa-mir-4272', 'hsa-mir-105-2']"
Gene_1545,"['hsa-mir-6728', 'hsa-mir-4271', 'hsa-mir-106a']"
Gene_1546,"['hsa-mir-6729', 'hsa-mir-4270', 'hsa-mir-106b']"
Gene_1547,"['hsa-mir-6730', 'hsa-mir-4269', 'hsa-mir-107']"
Gene_1548,"['hsa-mir-6731', 'hsa-mir-4268', 'hsa-mir-10a']"
Gene_1549,"['hsa-mir-6732', 'hsa-mir-4267', 'hsa-mir-10b']"
Gene_1550,"['hsa-mir-6733', 'hsa-mir-4266', 'hsa-mir-1178']"
Gene_1551,"['hsa-mir-6734', 'hsa-mir-4265', 'hsa-mir-1179']"
Gene_1552,"['hsa-mir-6735', 'hsa-mir-4264', 'hsa-mir-1180']"
Gene_1553,"['hsa-mir-6736', 'hsa-mir-4263', 'hsa-mir-1181']"
Gene_1554,"['hsa-mir-6737', 'hsa-mir-4262', 'hsa-mir-1182']"
Gene_1555,"['hsa-mir-6738', 'hsa-mir-4261', 'hsa-mir-1183']"
Gene_1556,"['hsa-mir-6739', 'hsa-mir-4260', 'hsa-mir-1184-1']"
Gene_1557,"['hsa-mir-6740', 'hsa-mir-4259', 'hsa-mir-1184-2']"
Gene_1558,"['hsa-mir-6741', 'hsa-mir-4258', 'hsa-mir-1184-3']"
Gene_1559,"['hsa-mir-6742', 'hsa-mir-4257', 'hsa-mir-1185-1']"
Gene_1560,"['hsa-mir-6743', 'hsa-mir-4256', 'hsa-mir-1185-2']"
Gene_1561,"['hsa-mir-6744', 'hsa-mir-4255', 'hsa-mir-1193']"
Gene_1562,"['hsa-mir-6745', 'hsa-mir-4254', 'hsa-mir-1197']"
Gene_1563,"['hsa-mir-6746', 'hsa-mir-4253', 'hsa-mir-1199']"
Gene_1564,"['hsa-mir-6747', 'hsa-mir-4252', 'hsa-mir-1200']"
Gene_1565,"['hsa-mir-6748', 'hsa-mir-4251', 'hsa-mir-1202']"
Gene_1566,"['hsa-mir-6749', 'hsa-mir-425', 'hsa-mir-1203']"
Gene_1567,"['hsa-mir-675', 'hsa-mir-424', 'hsa-mir-1204']"
Gene_1568,"['hsa-mir-6750', 'hsa-mir-423', 'hsa-mir-1205']"
Gene_1569,"['hsa-mir-6751', 'hsa-mir-422a', 'hsa-mir-1206']"
Gene_1570,"['hsa-mir-6752', 'hsa-mir-421', 'hsa-mir-1207']"
Gene_1571,"['hsa-mir-6753', 'hsa-mir-412', 'hsa-mir-1208']"
Gene_1572,"['hsa-mir-6754', 'hsa-mir-411', 'hsa-mir-122']"
Gene_1573,"['hsa-mir-6755', 'hsa-mir-410', 'hsa-mir-1224']"
Gene_1574,"['hsa-mir-6756', 'hsa-mir-409', 'hsa-mir-1225']"
Gene_1575,"['hsa-mir-6757', 'hsa-mir-3978', 'hsa-mir-1226']"
Gene_1576,"['hsa-mir-6758', 'hsa-mir-3977', 'hsa-mir-1227']"
Gene_1577,"['hsa-mir-6759', 'hsa-mir-3976', 'hsa-mir-1228']"
Gene_1578,"['hsa-mir-676', 'hsa-mir-3975', 'hsa-mir-1229']"
Gene_1579,"['hsa-mir-6760', 'hsa-mir-3974', 'hsa-mir-1231']"
Gene_1580,"['hsa-mir-6761', 'hsa-mir-3973', 'hsa-mir-1233-1']"
Gene_1581,"['hsa-mir-6762', 'hsa-mir-3972', 'hsa-mir-1233-2']"
Gene_1582,"['hsa-mir-6763', 'hsa-mir-3960', 'hsa-mir-1234']"
Gene_1583,"['hsa-mir-6764', 'hsa-mir-3945', 'hsa-mir-1236']"
Gene_1584,"['hsa-mir-6765', 'hsa-mir-3944', 'hsa-mir-1237']"
Gene_1585,"['hsa-mir-6766', 'hsa-mir-3943', 'hsa-mir-1238']"
Gene_1586,"['hsa-mir-6767', 'hsa-mir-3942', 'hsa-mir-124-1']"
Gene_1587,"['hsa-mir-6768', 'hsa-mir-3941', 'hsa-mir-124-2']"
Gene_1588,"['hsa-mir-6769a', 'hsa-mir-3940', 'hsa-mir-124-3']"
Gene_1589,"['hsa-mir-6769b', 'hsa-mir-3939', 'hsa-mir-1243']"
Gene_1590,"['hsa-mir-6770-1', 'hsa-mir-3938', 'hsa-mir-1244-1']"
Gene_1591,"['hsa-mir-6770-2', 'hsa-mir-3937', 'hsa-mir-1244-2']"
Gene_1592,"['hsa-mir-6770-3', 'hsa-mir-3936', 'hsa-mir-1244-3']"
Gene_1593,"['hsa-mir-6771', 'hsa-mir-3935', 'hsa-mir-1244-4']"
Gene_1594,"['hsa-mir-6772', 'hsa-mir-3934', 'hsa-mir-1245a']"
Gene_1595,"['hsa-mir-6773', 'hsa-mir-3929', 'hsa-mir-1245b']"
Gene_1596,"['hsa-mir-6774', 'hsa-mir-3928', 'hsa-mir-1246']"
Gene_1597,"['hsa-mir-6775', 'hsa-mir-3927', 'hsa-mir-1247']"
Gene_1598,"['hsa-mir-6776', 'hsa-mir-3926-2', 'hsa-mir-1248']"
Gene_1599,"['hsa-mir-6777', 'hsa-mir-3926-1', 'hsa-mir-1249']"
Gene_1600,"['hsa-mir-6778', 'hsa-mir-3925', 'hsa-mir-1250']"
Gene_1601,"['hsa-mir-6779', 'hsa-mir-3924', 'hsa-mir-1251']"
Gene_1602,"['hsa-mir-6780a', 'hsa-mir-3923', 'hsa-mir-1252']"
Gene_1603,"['hsa-mir-6780b', 'hsa-mir-3922', 'hsa-mir-1253']"
Gene_1604,"['hsa-mir-6781', 'hsa-mir-3921', 'hsa-mir-1254-1']"
Gene_1605,"['hsa-mir-6782', 'hsa-mir-3920', 'hsa-mir-1254-2']"
Gene_1606,"['hsa-mir-6783', 'hsa-mir-3919', 'hsa-mir-1255a']"
Gene_1607,"['hsa-mir-6784', 'hsa-mir-3918', 'hsa-mir-1255b-1']"
Gene_1608,"['hsa-mir-6785', 'hsa-mir-3917', 'hsa-mir-1255b-2']"
Gene_1609,"['hsa-mir-6786', 'hsa-mir-3916', 'hsa-mir-1256']"
Gene_1610,"['hsa-mir-6787', 'hsa-mir-3915', 'hsa-mir-1257']"
Gene_1611,"['hsa-mir-6788', 'hsa-mir-3914-2', 'hsa-mir-1258']"
Gene_1612,"['hsa-mir-6789', 'hsa-mir-3914-1', 'hsa-mir-125a']"
Gene_1613,"['hsa-mir-6790', 'hsa-mir-3913-2', 'hsa-mir-125b-1']"
Gene_1614,"['hsa-mir-6791', 'hsa-mir-3913-1', 'hsa-mir-125b-2']"
Gene_1615,"['hsa-mir-6792', 'hsa-mir-3912', 'hsa-mir-126']"
Gene_1616,"['hsa-mir-6793', 'hsa-mir-3911', 'hsa-mir-1260a']"
Gene_1617,"['hsa-mir-6794', 'hsa-mir-3910-2', 'hsa-mir-1260b']"
Gene_1618,"['hsa-mir-6795', 'hsa-mir-3910-1', 'hsa-mir-1261']"
Gene_1619,"['hsa-mir-6796', 'hsa-mir-3909', 'hsa-mir-1262']"
Gene_1620,"['hsa-mir-6797', 'hsa-mir-3908', 'hsa-mir-1263']"
Gene_1621,"['hsa-mir-6798', 'hsa-mir-3907', 'hsa-mir-1264']"
Gene_1622,"['hsa-mir-6799', 'hsa-mir-384', 'hsa-mir-1265']"
Gene_1623,"['hsa-mir-6800', 'hsa-mir-383', 'hsa-mir-1266']"
Gene_1624,"['hsa-mir-6801', 'hsa-mir-382', 'hsa-mir-1267']"
Gene_1625,"['hsa-mir-6802', 'hsa-mir-381', 'hsa-mir-1268a']"
Gene_1626,"['hsa-mir-6803', 'hsa-mir-380', 'hsa-mir-1268b']"
Gene_1627,"['hsa-mir-6804', 'hsa-mir-379', 'hsa-mir-1269a']"
Gene_1628,"['hsa-mir-6805', 'hsa-mir-378j', 'hsa-mir-1269b']"
Gene_1629,"['hsa-mir-6806', 'hsa-mir-378i', 'hsa-mir-127']"
Gene_1630,"['hsa-mir-6807', 'hsa-mir-378h', 'hsa-mir-1270']"
Gene_1631,"['hsa-mir-6808', 'hsa-mir-378g', 'hsa-mir-1271']"
Gene_1632,"['hsa-mir-6809', 'hsa-mir-378f', 'hsa-mir-1272']"
Gene_1633,"['hsa-mir-6810', 'hsa-mir-378e', 'hsa-mir-1273a']"
Gene_1634,"['hsa-mir-6811', 'hsa-mir-378d-2', 'hsa-mir-1273c']"
Gene_1635,"['hsa-mir-6812', 'hsa-mir-378d-1', 'hsa-mir-1273d']"
Gene_1636,"['hsa-mir-6813', 'hsa-mir-378c', 'hsa-mir-1273e']"
Gene_1637,"['hsa-mir-6814', 'hsa-mir-378b', 'hsa-mir-1273f']"
Gene_1638,"['hsa-mir-6815', 'hsa-mir-378a', 'hsa-mir-1273g']"
Gene_1639,"['hsa-mir-6816', 'hsa-mir-377', 'hsa-mir-1273h']"
Gene_1640,"['hsa-mir-6817', 'hsa-mir-376c', 'hsa-mir-1275']"
Gene_1641,"['hsa-mir-6818', 'hsa-mir-376b', 'hsa-mir-1276']"
Gene_1642,"['hsa-mir-6819', 'hsa-mir-376a-2', 'hsa-mir-1277']"
Gene_1643,"['hsa-mir-6820', 'hsa-mir-376a-1', 'hsa-mir-1278']"
Gene_1644,"['hsa-mir-6821', 'hsa-mir-375', 'hsa-mir-1279']"
Gene_1645,"['hsa-mir-6822', 'hsa-mir-374c', 'hsa-mir-128-1']"
Gene_1646,"['hsa-mir-6823', 'hsa-mir-374b', 'hsa-mir-128-2']"
Gene_1647,"['hsa-mir-6824', 'hsa-mir-374a', 'hsa-mir-1281']"
Gene_1648,"['hsa-mir-6825', 'hsa-mir-373', 'hsa-mir-1282']"
Gene_1649,"['hsa-mir-6826', 'hsa-mir-372', 'hsa-mir-1283-1']"
Gene_1650,"['hsa-mir-6827', 'hsa-mir-371b', 'hsa-mir-1283-2']"
Gene_1651,"['hsa-mir-6828', 'hsa-mir-371a', 'hsa-mir-1284']"
Gene_1652,"['hsa-mir-6829', 'hsa-mir-3714', 'hsa-mir-1285-1']"
Gene_1653,"['hsa-mir-6830', 'hsa-mir-3713', 'hsa-mir-1285-2']"
Gene_1654,"['hsa-mir-6831', 'hsa-mir-370', 'hsa-mir-1286']"
Gene_1655,"['hsa-mir-6832', 'hsa-mir-3692', 'hsa-mir-1287']"
Gene_1656,"['hsa-mir-6833', 'hsa-mir-3691', 'hsa-mir-1288']"
Gene_1657,"['hsa-mir-6834', 'hsa-mir-3690-2', 'hsa-mir-1289-1']"
Gene_1658,"['hsa-mir-6835', 'hsa-mir-3690-1', 'hsa-mir-1289-2']"
Gene_1659,"['hsa-mir-6836', 'hsa-mir-369', 'hsa-mir-129-1']"
Gene_1660,"['hsa-mir-6837', 'hsa-mir-3689f', 'hsa-mir-129-2']"
Gene_1661,"['hsa-mir-6838', 'hsa-mir-3689e', 'hsa-mir-1290']"
Gene_1662,"['hsa-mir-6839', 'hsa-mir-3689d-2', 'hsa-mir-1291']"
Gene_1663,"['hsa-mir-6840', 'hsa-mir-3689d-1', 'hsa-mir-1292']"
Gene_1664,"['hsa-mir-6841', 'hsa-mir-3689c', 'hsa-mir-1293']"
Gene_1665,"['hsa-mir-6842', 'hsa-mir-3689b', 'hsa-mir-1294']"
Gene_1666,"['hsa-mir-6843', 'hsa-mir-3689a', 'hsa-mir-1295a']"
Gene_1667,"['hsa-mir-6844', 'hsa-mir-3688-2', 'hsa-mir-1295b']"
Gene_1668,"['hsa-mir-6845', 'hsa-mir-3688-1', 'hsa-mir-1296']"
Gene_1669,"['hsa-mir-6846', 'hsa-mir-3687-2', 'hsa-mir-1297']"
Gene_1670,"['hsa-mir-6847', 'hsa-mir-3687-1', 'hsa-mir-1298']"
Gene_1671,"['hsa-mir-6848', 'hsa-mir-3686', 'hsa-mir-1299']"
Gene_1672,"['hsa-mir-6849', 'hsa-mir-3685', 'hsa-mir-1301']"
Gene_1673,"['hsa-mir-6850', 'hsa-mir-3684', 'hsa-mir-1302-1']"
Gene_1674,"['hsa-mir-6851', 'hsa-mir-3683', 'hsa-mir-1302-10']"
Gene_1675,"['hsa-mir-6852', 'hsa-mir-3682', 'hsa-mir-1302-11']"
Gene_1676,"['hsa-mir-6853', 'hsa-mir-3681', 'hsa-mir-1302-2']"
Gene_1677,"['hsa-mir-6854', 'hsa-mir-3680-2', 'hsa-mir-1302-3']"
Gene_1678,"['hsa-mir-6855', 'hsa-mir-3680-1', 'hsa-mir-1302-4']"
Gene_1679,"['hsa-mir-6856', 'hsa-mir-3679', 'hsa-mir-1302-5']"
Gene_1680,"['hsa-mir-6857', 'hsa-mir-3678', 'hsa-mir-1302-6']"
Gene_1681,"['hsa-mir-6858', 'hsa-mir-3677', 'hsa-mir-1302-7']"
Gene_1682,"['hsa-mir-6859-1', 'hsa-mir-3675', 'hsa-mir-1302-8']"
Gene_1683,"['hsa-mir-6859-2', 'hsa-mir-3674', 'hsa-mir-1302-9']"
Gene_1684,"['hsa-mir-6859-3', 'hsa-mir-3672', 'hsa-mir-1303']"
Gene_1685,"['hsa-mir-6859-4', 'hsa-mir-3671', 'hsa-mir-1304']"
Gene_1686,"['hsa-mir-6860', 'hsa-mir-3670-4', 'hsa-mir-1305']"
Gene_1687,"['hsa-mir-6861', 'hsa-mir-3670-3', 'hsa-mir-1306']"
Gene_1688,"['hsa-mir-6862-1', 'hsa-mir-3670-2', 'hsa-mir-1307']"
Gene_1689,"['hsa-mir-6862-2', 'hsa-mir-3670-1', 'hsa-mir-130a']"
Gene_1690,"['hsa-mir-6863', 'hsa-mir-367', 'hsa-mir-130b']"
Gene_1691,"['hsa-mir-6864', 'hsa-mir-3668', 'hsa-mir-132']"
Gene_1692,"['hsa-mir-6865', 'hsa-mir-3667', 'hsa-mir-1321']"
Gene_1693,"['hsa-mir-6866', 'hsa-mir-3666', 'hsa-mir-1322']"
Gene_1694,"['hsa-mir-6867', 'hsa-mir-3665', 'hsa-mir-1323']"
Gene_1695,"['hsa-mir-6868', 'hsa-mir-3664', 'hsa-mir-1324']"
Gene_1696,"['hsa-mir-6869', 'hsa-mir-3663', 'hsa-mir-133a-1']"
Gene_1697,"['hsa-mir-6870', 'hsa-mir-3662', 'hsa-mir-133a-2']"
Gene_1698,"['hsa-mir-6871', 'hsa-mir-3661', 'hsa-mir-133b']"
Gene_1699,"['hsa-mir-6872', 'hsa-mir-3660', 'hsa-mir-134']"
Gene_1700,"['hsa-mir-6873', 'hsa-mir-365b', 'hsa-mir-1343']"
Gene_1701,"['hsa-mir-6874', 'hsa-mir-365a', 'hsa-mir-135a-1']"
Gene_1702,"['hsa-mir-6875', 'hsa-mir-3659', 'hsa-mir-135a-2']"
Gene_1703,"['hsa-mir-6876', 'hsa-mir-3658', 'hsa-mir-135b']"
Gene_1704,"['hsa-mir-6877', 'hsa-mir-3657', 'hsa-mir-136']"
Gene_1705,"['hsa-mir-6878', 'hsa-mir-3656', 'hsa-mir-137']"
Gene_1706,"['hsa-mir-6879', 'hsa-mir-3655', 'hsa-mir-138-1']"
Gene_1707,"['hsa-mir-6880', 'hsa-mir-3654', 'hsa-mir-138-2']"
Gene_1708,"['hsa-mir-6881', 'hsa-mir-3653', 'hsa-mir-139']"
Gene_1709,"['hsa-mir-6882', 'hsa-mir-3652', 'hsa-mir-140']"
Gene_1710,"['hsa-mir-6883', 'hsa-mir-3651', 'hsa-mir-141']"
Gene_1711,"['hsa-mir-6884', 'hsa-mir-3650', 'hsa-mir-142']"
Gene_1712,"['hsa-mir-6885', 'hsa-mir-3649', 'hsa-mir-143']"
Gene_1713,"['hsa-mir-6886', 'hsa-mir-3648-2', 'hsa-mir-144']"
Gene_1714,"['hsa-mir-6887', 'hsa-mir-3648-1', 'hsa-mir-145']"
Gene_1715,"['hsa-mir-6888', 'hsa-mir-3646', 'hsa-mir-1468']"
Gene_1716,"['hsa-mir-6889', 'hsa-mir-363', 'hsa-mir-1469']"
Gene_1717,"['hsa-mir-6890', 'hsa-mir-3622b', 'hsa-mir-146a']"
Gene_1718,"['hsa-mir-6891', 'hsa-mir-3622a', 'hsa-mir-146b']"
Gene_1719,"['hsa-mir-6892', 'hsa-mir-3621', 'hsa-mir-1470']"
Gene_1720,"['hsa-mir-6893', 'hsa-mir-3620', 'hsa-mir-1471']"
Gene_1721,"['hsa-mir-6894', 'hsa-mir-362', 'hsa-mir-147a']"
Gene_1722,"['hsa-mir-6895', 'hsa-mir-3619', 'hsa-mir-147b']"
Gene_1723,"['hsa-mir-7-1', 'hsa-mir-3618', 'hsa-mir-148a']"
Gene_1724,"['hsa-mir-7-2', 'hsa-mir-3617', 'hsa-mir-148b']"
Gene_1725,"['hsa-mir-7-3', 'hsa-mir-3616', 'hsa-mir-149']"
Gene_1726,"['hsa-mir-708', 'hsa-mir-3615', 'hsa-mir-150']"
Gene_1727,"['hsa-mir-7106', 'hsa-mir-3614', 'hsa-mir-151a']"
Gene_1728,"['hsa-mir-7107', 'hsa-mir-3613', 'hsa-mir-151b']"
Gene_1729,"['hsa-mir-7108', 'hsa-mir-3612', 'hsa-mir-152']"
Gene_1730,"['hsa-mir-7109', 'hsa-mir-3611', 'hsa-mir-153-1']"
Gene_1731,"['hsa-mir-711', 'hsa-mir-3610', 'hsa-mir-153-2']"
Gene_1732,"['hsa-mir-7110', 'hsa-mir-361', 'hsa-mir-1537']"
Gene_1733,"['hsa-mir-7111', 'hsa-mir-3609', 'hsa-mir-1538']"
Gene_1734,"['hsa-mir-7112', 'hsa-mir-3607', 'hsa-mir-1539']"
Gene_1735,"['hsa-mir-7113', 'hsa-mir-3606', 'hsa-mir-154']"
Gene_1736,"['hsa-mir-7114', 'hsa-mir-3605', 'hsa-mir-155']"
Gene_1737,"['hsa-mir-7150', 'hsa-mir-3591', 'hsa-mir-1587']"
Gene_1738,"['hsa-mir-7151', 'hsa-mir-3529', 'hsa-mir-15a']"
Gene_1739,"['hsa-mir-7152', 'hsa-mir-34c', 'hsa-mir-15b']"
Gene_1740,"['hsa-mir-7153', 'hsa-mir-34b', 'hsa-mir-16-1']"
Gene_1741,"['hsa-mir-7154', 'hsa-mir-34a', 'hsa-mir-16-2']"
Gene_1742,"['hsa-mir-7155', 'hsa-mir-346', 'hsa-mir-17']"
Gene_1743,"['hsa-mir-7156', 'hsa-mir-345', 'hsa-mir-181a-1']"
Gene_1744,"['hsa-mir-7157', 'hsa-mir-342', 'hsa-mir-181a-2']"
Gene_1745,"['hsa-mir-7158', 'hsa-mir-340', 'hsa-mir-181b-1']"
Gene_1746,"['hsa-mir-7159', 'hsa-mir-33b', 'hsa-mir-181b-2']"
Gene_1747,"['hsa-mir-7160', 'hsa-mir-33a', 'hsa-mir-181c']"
Gene_1748,"['hsa-mir-7161', 'hsa-mir-339', 'hsa-mir-181d']"
Gene_1749,"['hsa-mir-7162', 'hsa-mir-338', 'hsa-mir-182']"
Gene_1750,"['hsa-mir-718', 'hsa-mir-337', 'hsa-mir-1825']"
Gene_1751,"['hsa-mir-744', 'hsa-mir-335', 'hsa-mir-1827']"
Gene_1752,"['hsa-mir-7515', 'hsa-mir-331', 'hsa-mir-183']"
Gene_1753,"['hsa-mir-758', 'hsa-mir-330', 'hsa-mir-184']"
Gene_1754,"['hsa-mir-759', 'hsa-mir-329-2', 'hsa-mir-185']"
Gene_1755,"['hsa-mir-760', 'hsa-mir-329-1', 'hsa-mir-186']"
Gene_1756,"['hsa-mir-761', 'hsa-mir-328', 'hsa-mir-187']"
Gene_1757,"['hsa-mir-762', 'hsa-mir-326', 'hsa-mir-188']"
Gene_1758,"['hsa-mir-764', 'hsa-mir-325', 'hsa-mir-18a']"
Gene_1759,"['hsa-mir-7641-1', 'hsa-mir-324', 'hsa-mir-18b']"
Gene_1760,"['hsa-mir-7641-2', 'hsa-mir-323b', 'hsa-mir-1908']"
Gene_1761,"['hsa-mir-765', 'hsa-mir-323a', 'hsa-mir-1909']"
Gene_1762,"['hsa-mir-766', 'hsa-mir-320e', 'hsa-mir-190a']"
Gene_1763,"['hsa-mir-767', 'hsa-mir-320d-2', 'hsa-mir-190b']"
Gene_1764,"['hsa-mir-769', 'hsa-mir-320d-1', 'hsa-mir-191']"
Gene_1765,"['hsa-mir-770', 'hsa-mir-320c-2', 'hsa-mir-1910']"
Gene_1766,"['hsa-mir-7702', 'hsa-mir-320c-1', 'hsa-mir-1911']"
Gene_1767,"['hsa-mir-7703', 'hsa-mir-320b-2', 'hsa-mir-1912']"
Gene_1768,"['hsa-mir-7704', 'hsa-mir-320b-1', 'hsa-mir-1913']"
Gene_1769,"['hsa-mir-7705', 'hsa-mir-320a', 'hsa-mir-1914']"
Gene_1770,"['hsa-mir-7706', 'hsa-mir-3202-2', 'hsa-mir-1915']"
Gene_1771,"['hsa-mir-7843', 'hsa-mir-3202-1', 'hsa-mir-192']"
Gene_1772,"['hsa-mir-7844', 'hsa-mir-3201', 'hsa-mir-193a']"
Gene_1773,"['hsa-mir-7845', 'hsa-mir-3200', 'hsa-mir-193b']"
Gene_1774,"['hsa-mir-7846', 'hsa-mir-32', 'hsa-mir-194-1']"
Gene_1775,"['hsa-mir-7847', 'hsa-mir-3199-2', 'hsa-mir-194-2']"
Gene_1776,"['hsa-mir-7848', 'hsa-mir-3199-1', 'hsa-mir-195']"
Gene_1777,"['hsa-mir-7849', 'hsa-mir-3198-2', 'hsa-mir-196a-1']"
Gene_1778,"['hsa-mir-7850', 'hsa-mir-3198-1', 'hsa-mir-196a-2']"
Gene_1779,"['hsa-mir-7851', 'hsa-mir-3197', 'hsa-mir-196b']"
Gene_1780,"['hsa-mir-7852', 'hsa-mir-3196', 'hsa-mir-197']"
Gene_1781,"['hsa-mir-7853', 'hsa-mir-3195', 'hsa-mir-1972-1']"
Gene_1782,"['hsa-mir-7854', 'hsa-mir-3194', 'hsa-mir-1972-2']"
Gene_1783,"['hsa-mir-7855', 'hsa-mir-3193', 'hsa-mir-1973']"
Gene_1784,"['hsa-mir-7856', 'hsa-mir-3192', 'hsa-mir-1976']"
Gene_1785,"['hsa-mir-7973-1', 'hsa-mir-3191', 'hsa-mir-198']"
Gene_1786,"['hsa-mir-7973-2', 'hsa-mir-3190', 'hsa-mir-199a-1']"
Gene_1787,"['hsa-mir-7974', 'hsa-mir-3189', 'hsa-mir-199a-2']"
Gene_1788,"['hsa-mir-7975', 'hsa-mir-3188', 'hsa-mir-199b']"
Gene_1789,"['hsa-mir-7976', 'hsa-mir-3187', 'hsa-mir-19a']"
Gene_1790,"['hsa-mir-7977', 'hsa-mir-3186', 'hsa-mir-19b-1']"
Gene_1791,"['hsa-mir-7978', 'hsa-mir-3185', 'hsa-mir-19b-2']"
Gene_1792,"['hsa-mir-802', 'hsa-mir-3184', 'hsa-mir-200a']"
Gene_1793,"['hsa-mir-8052', 'hsa-mir-3183', 'hsa-mir-200b']"
Gene_1794,"['hsa-mir-8053', 'hsa-mir-3182', 'hsa-mir-200c']"
Gene_1795,"['hsa-mir-8054', 'hsa-mir-3181', 'hsa-mir-202']"
Gene_1796,"['hsa-mir-8055', 'hsa-mir-3180-5', 'hsa-mir-203a']"
Gene_1797,"['hsa-mir-8056', 'hsa-mir-3180-4', 'hsa-mir-203b']"
Gene_1798,"['hsa-mir-8057', 'hsa-mir-3180-3', 'hsa-mir-204']"
Gene_1799,"['hsa-mir-8058', 'hsa-mir-3180-2', 'hsa-mir-205']"
Gene_1800,"['hsa-mir-8059', 'hsa-mir-3180-1', 'hsa-mir-2052']"
Gene_1801,"['hsa-mir-8060', 'hsa-mir-3179-4', 'hsa-mir-2053']"
Gene_1802,"['hsa-mir-8061', 'hsa-mir-3179-3', 'hsa-mir-2054']"
Gene_1803,"['hsa-mir-8062', 'hsa-mir-3179-2', 'hsa-mir-206']"
Gene_1804,"['hsa-mir-8063', 'hsa-mir-3179-1', 'hsa-mir-208a']"
Gene_1805,"['hsa-mir-8064', 'hsa-mir-3178', 'hsa-mir-208b']"
Gene_1806,"['hsa-mir-8065', 'hsa-mir-3177', 'hsa-mir-20a']"
Gene_1807,"['hsa-mir-8066', 'hsa-mir-3176', 'hsa-mir-20b']"
Gene_1808,"['hsa-mir-8067', 'hsa-mir-3175', 'hsa-mir-21']"
Gene_1809,"['hsa-mir-8068', 'hsa-mir-3174', 'hsa-mir-210']"
Gene_1810,"['hsa-mir-8069-1', 'hsa-mir-3173', 'hsa-mir-211']"
